origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.8426966292134832,7.0,12.8,11.0,2.5166666666666666,3.25,3.9672131147540983,7.611111111111111,2.58974358974359,4.9714285714285715,8.166666666666666,8.172413793103448,6.0,5.507042253521127,9.333333333333334,10.4,6.666666666666667,6.153846153846154,5.2,6.357142857142858,6.0,4.823529411764706,7.333333333333333,9.451612903225806,11.333333333333334,11.125,11.866666666666667,12.75,12.0,14.428571428571429,10.0,7.333333333333333,6.352941176470588,9.0,5.0,7.055045871559633,3.4583333333333335,4.37962962962963
"106.04 (Champaign, IL)",6.0,2.0,19.0,,7.0,7.0,7.5,12.0,13.25,11.0,11.0,13.0,14.0,11.75,12.0,13.0,5.5,10.0,8.0,11.0,10.015625,10.0,5.666666666666667,6.0,10.25,9.5,7.0,16.0,10.0,20.0,14.0,7.96875,9.5,12.0,5.5,5.3,5.0,5.0
"109.01 (Champaign, IL)",13.083333333333332,17.0,7.5,3.090909090909091,9.666666666666666,11.875,9.75,13.0,11.25,10.5,9.333333333333334,14.0,10.0,7.0,3.8857142857142857,4.25,10.03125,10.125,10.0,9.0,9.125,7.625,14.333333333333332,15.0,20.0,15.5,14.0,12.333333333333334,11.5,10.5,10.5,11.0,9.6,9.0,11.0,15.583333333333334,13.333333333333334,17.5
"109.02 (Champaign, IL)",12.75,17.0,2.8181818181818183,1.0,11.0,13.0,9.5,13.0,11.916666666666666,9.529411764705882,8.5,13.2,11.0,7.357142857142857,3.9347826086956523,4.75,12.0,9.5,9.0,9.666666666666666,9.0,7.75,13.0,15.0,19.0,17.0,12.0,11.0,11.375,11.0,13.0,11.0,9.666666666666666,10.0,16.5,15.884615384615385,16.0,15.6
"11 (Champaign, IL)",2.5,8.333333333333334,10.0,11.0,1.6666666666666667,3.5,3.3333333333333335,7.470588235294118,2.5652173913043477,3.6666666666666665,6.2,7.083333333333333,4.25,3.727272727272727,8.0,4.777777777777778,5.366666666666667,6.333333333333333,5.666666666666667,4.0,4.5,2.3,8.222222222222221,10.0,12.125,11.666666666666666,10.2,11.5,9.666666666666666,12.0,9.5,4.5,5.909090909090909,6.0,4.833333333333333,7.852459016393443,4.3076923076923075,4.954545454545454
"110.01 (Champaign, IL)",3.2413793103448274,7.5,11.0,9.75,4.0,1.1666666666666667,1.62,4.6,6.055555555555555,7.5,10.333333333333334,10.75,,5.576923076923077,7.8,5.526315789473684,2.25,3.0,2.5,4.0,3.3333333333333335,2.0,4.25,6.375,10.0,7.5,9.333333333333334,12.333333333333334,9.666666666666668,11.9,6.333333333333333,5.5,5.083333333333333,6.0,2.0,5.2727272727272725,2.3333333333333335,6.642857142857143
"110.02 (Champaign, IL)",4.050632911392405,7.625,10.875,8.333333333333334,3.4150943396226414,1.542857142857143,1.2076923076923076,4.8,6.135593220338983,8.0,10.380952380952381,11.512195121951219,9.5,5.021739130434782,7.391304347826087,5.902439024390244,1.9285714285714286,2.0,1.7142857142857142,3.125,1.5714285714285714,2.2533333333333334,4.473684210526316,6.285714285714286,8.5,7.454545454545454,8.146341463414634,9.555555555555555,8.962962962962964,11.428571428571429,5.066666666666666,5.0,3.9642857142857144,4.0,2.7777777777777777,5.694656488549619,4.5,7.961538461538462
"111 (Champaign, IL)",8.741935483870968,4.0,14.0,11.0,7.769230769230769,5.25,5.0588235294117645,1.6666666666666667,10.235294117647058,12.055555555555555,14.083333333333334,15.1,13.0,8.568181818181818,10.791666666666666,6.52,4.3,2.888888888888889,3.3636363636363638,2.8947368421052633,4.083333333333333,5.769230769230769,2.9523809523809526,2.3684210526315788,6.4,2.4791666666666665,3.263157894736842,5.461538461538462,4.5,5.9411764705882355,2.1666666666666665,2.142857142857143,2.1379310344827585,4.222222222222222,5.631578947368421,8.196969696969697,7.857142857142857,12.426229508196721
"12.01 (Champaign, IL)",2.8956521739130436,10.0,13.666666666666666,11.8,2.608695652173913,5.0,5.933333333333334,9.869565217391305,2.4583333333333335,3.2613636363636362,5.1,6.746268656716418,5.0,5.111111111111111,8.45,9.722222222222221,8.333333333333334,7.1,7.0,7.5,6.0,5.6,10.35,12.545454545454545,14.0,12.5,12.416666666666666,13.333333333333334,11.125,13.0,10.0,9.4,8.631578947368421,7.6,7.052631578947368,9.82,6.592592592592593,4.402985074626866
"12.03 (Champaign, IL)",5.7,10.0,9.0,11.333333333333334,3.6923076923076925,9.0,7.666666666666667,12.6,3.388059701492537,2.4625,3.275,6.25,2.84375,4.52054794520548,6.3,8.272727272727273,9.0,9.1,7.7,8.375,8.0,6.0,11.85,14.642857142857142,14.0,14.6,12.5,12.5,11.444444444444445,10.666666666666666,12.0,10.5,9.7,9.5,10.181818181818182,11.78048780487805,8.2,6.578947368421052
