origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.806201550387597,11.0,12.25,11.0,2.675675675675676,3.2,4.760869565217392,7.533333333333333,3.03125,4.92,7.928571428571429,7.916666666666667,5.75,5.392857142857143,7.888888888888889,6.935483870967742,6.777777777777778,6.25,4.555555555555555,7.0,6.529411764705882,4.133333333333334,7.576923076923077,10.666666666666666,11.5,13.454545454545455,12.153846153846153,11.0,11.666666666666666,14.875,8.384615384615385,8.428571428571429,7.423076923076923,9.2,4.948717948717949,6.792079207920792,3.606060606060606,4.385321100917431
"106.04 (Champaign, IL)",7.0,8.0,17.0,,9.5,7.333333333333333,7.0,12.0,14.0,10.0,12.0,11.0,14.0,10.0,14.5,11.0,10.0,10.0,9.0,11.0,10.25,8.5,6.25,9.0,9.5,9.333333333333334,9.0,15.25,10.0,20.0,14.0,7.5,11.0,12.0,6.166666666666666,5.5,5.464285714285714,7.5
"109.01 (Champaign, IL)",11.0,17.0,3.6666666666666665,3.8,10.0,10.0,9.75,12.625,12.666666666666666,10.0,9.5,12.75,10.0,7.857142857142857,4.25,4.083333333333333,10.5,10.666666666666666,10.875,9.5,9.9375,9.0,14.0,14.2,20.5,13.5,12.5,11.5,11.0,9.0,9.0,10.9375,11.0,10.25,13.333333333333334,16.846153846153847,14.5,19.0
"109.02 (Champaign, IL)",13.0,17.0,3.4,2.1666666666666665,9.5,9.333333333333334,10.5,13.0,12.0,9.666666666666666,7.0,13.454545454545455,11.0,8.0,4.708333333333333,5.578947368421052,12.0625,10.333333333333334,10.0,9.25,8.0,8.75,14.4375,15.0,19.0,14.25,13.0,11.0,11.3125,11.0,11.0,10.291666666666668,14.666666666666666,10.0,11.5,16.555555555555557,12.25,16.0
"11 (Champaign, IL)",2.3548387096774195,9.0,10.5,10.0,1.53125,3.5,3.7333333333333334,6.8,3.3333333333333335,4.333333333333333,8.0,8.2,5.5,3.659090909090909,6.7272727272727275,5.6521739130434785,7.4,4.7,5.015625,5.666666666666667,5.0,1.9285714285714286,7.875,10.0,13.25,12.0,10.857142857142858,11.0,9.5,11.428571428571429,7.5,6.0,5.846153846153846,7.666666666666667,5.3076923076923075,7.492063492063492,4.2,5.857142857142857
"110.01 (Champaign, IL)",2.8125,7.5,9.0,9.666666666666666,3.5714285714285716,1.1764705882352942,1.4516129032258065,5.5,5.294117647058823,7.166666666666667,10.166666666666666,10.333333333333334,,4.866666666666666,9.0,4.7,2.75,3.5,4.0,3.875,3.125,2.0,4.7272727272727275,6.5,8.0,8.833333333333334,9.666666666666666,10.666666666666666,9.946428571428571,12.0,6.666666666666666,5.2,5.076923076923077,8.0,2.466666666666667,5.5625,2.8333333333333335,6.166666666666667
"110.02 (Champaign, IL)",3.772727272727273,8.0,12.0,9.0,3.269230769230769,1.5517241379310345,1.0810810810810811,4.7,6.5,8.058823529411764,10.375,12.333333333333334,11.0,4.9491525423728815,6.842105263157895,5.135593220338983,2.25,2.1666666666666665,1.8461538461538463,3.4761904761904763,1.8125,1.7454545454545454,4.8,6.0,9.3125,8.208333333333334,8.571428571428571,9.75,8.461538461538462,11.333333333333334,6.0,4.454545454545454,4.086956521739131,5.8,2.6363636363636362,5.8,4.538461538461538,8.478260869565217
"111 (Champaign, IL)",7.7,7.5,13.0,14.0,8.266666666666667,5.777777777777778,4.8,1.9090909090909092,9.666666666666666,10.875,13.0,16.642857142857142,13.0,7.5,9.75,4.815789473684211,2.75,2.8181818181818183,2.5,3.2,3.6818181818181817,5.428571428571429,2.3488372093023258,3.0833333333333335,8.333333333333334,2.625,3.8461538461538463,5.538461538461538,4.7631578947368425,7.0,2.3225806451612905,2.409090909090909,2.357142857142857,4.25,6.055555555555555,8.057142857142857,8.181818181818182,12.666666666666666
"12.01 (Champaign, IL)",2.94,12.4,11.0,11.777777777777779,2.6792452830188678,5.357142857142857,6.097560975609756,10.105263157894736,2.479338842975207,3.36734693877551,7.076923076923077,7.209677419354839,4.0,5.148936170212766,7.947368421052632,8.424242424242424,8.727272727272727,7.166666666666667,7.25,7.857142857142857,6.333333333333333,5.8125,10.357142857142858,12.090909090909092,13.166666666666666,14.538461538461538,11.0,15.0,11.428571428571429,12.5,9.666666666666666,9.5,8.5,9.0,7.565217391304348,9.824742268041238,6.28125,4.747252747252747
"12.03 (Champaign, IL)",4.75,11.125,11.375,10.428571428571429,3.5384615384615383,7.5,7.722222222222222,10.8,3.4210526315789473,2.510204081632653,4.809523809523809,6.54054054054054,3.0,5.065217391304348,5.958333333333333,7.388888888888889,9.666666666666666,8.545454545454545,7.461538461538462,8.555555555555555,7.714285714285714,5.833333333333333,11.631578947368421,14.166666666666666,17.333333333333332,14.375,13.833333333333334,12.8,11.333333333333334,11.6,11.0,10.5,9.714285714285714,9.0,10.368421052631579,11.63076923076923,7.4,7.684210526315789
