origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.75,6.5,10.0,11.0,2.0,3.375,3.693877551020408,8.461538461538462,2.5416666666666665,5.066666666666666,7.4,7.363636363636363,7.0,5.157894736842105,8.833333333333334,7.1,5.714285714285714,6.0,4.0,6.555555555555555,5.5,4.0,7.478260869565218,9.857142857142858,10.0,12.266666666666667,11.272727272727273,12.8,11.153846153846153,14.625,7.8,8.6,7.413793103448276,8.5,4.421052631578948,7.3125,3.6818181818181817,3.7058823529411766
"106.04 (Champaign, IL)",6.5,2.25,17.0,,11.0,8.125,7.0,7.1875,13.0,11.25,11.5,11.0,14.0,10.0,11.0,11.5,7.75,10.0,10.0,12.25,11.0,9.25,9.5,4.5,7.0,12.25,7.5,14.5,10.0,17.25,14.0,6.25,11.5,12.0,6.625,5.5,6.0,8.25
"109.01 (Champaign, IL)",15.0,17.0,2.0,3.0,10.125,9.7,10.916666666666668,11.5,10.5,11.5,9.9,14.5,10.25,7.142857142857143,4.777777777777778,6.5,13.625,10.285714285714286,10.5,9.25,9.0,7.666666666666667,16.0,15.5,20.5,15.0,13.0,10.0,10.5,9.0,12.916666666666668,9.5,10.0,9.833333333333332,13.75,13.25,13.0,13.5
"109.02 (Champaign, IL)",11.0,17.0,3.0,1.1428571428571428,11.5,11.0,9.0,13.0,12.777777777777779,9.333333333333334,7.5,14.428571428571429,9.0,6.416666666666667,3.8181818181818183,5.833333333333333,13.0,10.666666666666666,10.0,9.083333333333332,9.0,9.0,13.0,15.5,17.0,14.0,13.0,11.0,11.5,11.0,11.0,10.0,10.0,10.0,11.75,15.428571428571429,12.0,18.5
"11 (Champaign, IL)",2.5675675675675675,7.25,13.0,10.166666666666668,1.6,4.0,3.52,7.5,2.5925925925925926,3.3333333333333335,5.25,8.666666666666666,5.875,3.037037037037037,6.6,4.777777777777778,5.5,4.5,5.25,4.857142857142857,4.6875,2.3076923076923075,7.75,9.357142857142858,13.0,10.25,9.0,12.0,9.5,12.285714285714286,10.0,6.777777777777778,6.5,8.0,5.125,7.216216216216216,4.25,4.923076923076923
"110.01 (Champaign, IL)",3.2857142857142856,7.5,8.5,10.0,3.0,1.0,1.5416666666666667,5.0,5.0,8.0,7.0,12.0,,4.764705882352941,8.428571428571429,4.285714285714286,3.0,3.0,3.0,4.333333333333333,5.0,5.571428571428571,4.4,6.444444444444445,8.0,8.0,10.0,12.0,11.0,11.5,5.0,6.0,5.0,7.333333333333333,3.0,5.05,3.75,5.333333333333333
"110.02 (Champaign, IL)",4.2592592592592595,8.0,10.0,9.0,3.5555555555555554,1.5357142857142858,1.106060606060606,4.944444444444445,6.238095238095238,8.0625,9.8,11.333333333333334,9.0,4.72093023255814,6.444444444444445,4.217391304347826,1.6666666666666667,2.3636363636363638,2.0,3.5,2.5,1.8181818181818181,3.90625,6.066666666666666,9.125,7.833333333333333,8.25,9.5,8.705882352941176,10.5,5.142857142857143,4.857142857142857,3.830188679245283,4.8,2.1842105263157894,5.383333333333334,3.8333333333333335,7.775
"111 (Champaign, IL)",8.222222222222221,11.0,12.333333333333334,11.5,8.0,6.0,4.916666666666667,1.32,10.222222222222221,10.0,13.0,16.4,13.0,8.066666666666666,10.375,6.458333333333333,4.625,2.52,2.3333333333333335,3.6666666666666665,4.2,5.0,3.242424242424242,2.59375,5.5,2.34375,2.9411764705882355,6.166666666666667,4.411764705882353,6.5,1.8571428571428572,2.5,2.5405405405405403,5.25,6.125,8.10344827586207,7.8,12.095238095238095
"12.01 (Champaign, IL)",2.814814814814815,12.333333333333334,12.125,12.909090909090908,2.8,5.857142857142857,5.806451612903226,9.818181818181818,2.3411764705882354,2.9285714285714284,5.25,6.7368421052631575,4.0,4.73469387755102,7.733333333333333,8.0,7.75,7.72,6.4,7.375,7.0,6.384615384615385,10.270833333333334,12.176470588235293,12.5,12.2,13.428571428571429,14.6,11.833333333333334,12.5,10.0,9.090909090909092,8.454545454545455,9.444444444444445,7.083333333333333,9.595419847328245,6.15,4.85
"12.03 (Champaign, IL)",4.9375,11.0,11.0,9.91304347826087,3.9166666666666665,7.75,8.21951219512195,11.428571428571429,3.3333333333333335,2.74,2.5,5.605263157894737,2.0,4.918918918918919,6.5,7.136363636363637,9.0,8.88888888888889,7.428571428571429,9.0,6.0,6.428571428571429,12.318181818181818,13.5,14.0,13.833333333333334,13.666666666666666,12.0,12.0,10.0,12.0,9.6,9.727272727272727,9.333333333333334,10.25,11.724137931034482,8.0,6.55
"12.04 (Champaign, IL)",7.818181818181818,16.666666666666668,10.0,7.333333333333333,3.0,9.6,9.956521739130435,12.666666666666666,4.857142857142857,3.2903225806451615,2.892857142857143,5.096774193548387,3.0,5.12,5.026315789473684,7.090909090909091,11.666666666666666,10.5,11.0,9.0,8.7,6.7,12.764705882352942,14.5,17.0,15.0,13.15,12.75,11.0,12.0,12.333333333333334,10.8,11.227272727272727,9.833333333333334,10.8,12.08,9.666666666666666,8.058823529411764
"12.05 (Champaign, IL)",8.75,14.0,15.0,13.636363636363637,9.25,9.8,11.352941176470589,14.1875,6.679245283018868,5.472727272727273,4.872340425531915,4.415584415584416,2.25,8.955223880597014,10.258064516129032,10.555555555555555,13.0,11.916666666666666,11.25,12.625,17.142857142857142,10.142857142857142,15.216867469879517,17.25,17.5,16.77777777777778,17.25,15.181818181818182,15.4375,15.0,17.0,13.11111111111111,13.842105263157896,13.25,12.625,14.08235294117647,10.411764705882353,7.454545454545454
"12.06 (Champaign, IL)",7.0,,10.0,13.375,6.0,,9.0,13.0,4.25,1.0,3.5,3.0,3.0,6.4,6.5,9.5,10.5,10.0,10.5,10.0,9.0,7.375,12.5,14.0,,14.416666666666666,11.0,13.0,14.0,13.0,12.0,12.0,10.875,11.0,,12.25,11.0,6.5
"13.01 (Champaign, IL)",5.454545454545454,10.0,8.0,7.0588235294117645,3.0,4.625,4.9,8.416666666666666,3.9565217391304346,3.4782608695652173,3.6363636363636362,9.321428571428571,5.270833333333333,2.230769230769231,4.109756097560975,3.5833333333333335,5.6,5.083333333333333,5.142857142857143,4.142857142857143,4.0,3.074074074074074,8.636363636363637,10.65,13.428571428571429,9.8,9.0,7.636363636363637,7.0,9.0,8.166666666666666,5.647058823529412,6.305084745762712,4.7,6.36,9.060975609756097,5.333333333333333,7.757575757575758
"13.02 (Champaign, IL)",8.578947368421053,12.0,4.857142857142857,3.923076923076923,6.333333333333333,7.2,7.102564102564102,10.0,8.0,6.4,5.2631578947368425,10.882352941176471,5.5,4.318181818181818,2.855769230769231,4.684210526315789,10.125,7.818181818181818,9.5,6.666666666666667,6.604651162790698,5.545454545454546,10.56,14.142857142857142,17.0,11.541666666666666,10.5,10.222222222222221,9.416666666666666,13.0,8.333333333333334,7.142857142857143,7.744186046511628,8.0,8.0,11.659574468085106,10.0,10.956521739130435
