origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.4754098360655739,6.0,12.0,11.5,2.5,1.9285714285714286,3.642857142857143,7.956521739130435,3.169491525423729,6.642857142857143,8.5,8.0,7.0,4.806451612903226,8.173913043478262,7.032258064516129,4.777777777777778,6.636363636363637,3.6666666666666665,6.333333333333333,5.285714285714286,3.0714285714285716,7.666666666666667,10.0,9.5,10.6,12.0,13.0,12.333333333333334,13.8,8.3125,8.142857142857142,7.264150943396227,8.75,4.117647058823529,6.166666666666667,3.6666666666666665,4.473684210526316
"106.04 (Champaign, IL)",7.0,2.0,17.0,,11.0,9.5,7.5,8.875,12.166666666666668,11.5,11.5,11.0,14.0,11.0,11.0,12.0,8.0,10.0,10.0,12.5,11.0,9.5,7.333333333333333,6.666666666666667,9.0,10.5,7.5,12.0,10.0,17.5,14.0,6.5,12.0,12.0,6.75,5.7894736842105265,5.0,8.5
"109.01 (Champaign, IL)",11.333333333333334,17.0,5.2,3.6,10.25,10.4,10.5,13.0,12.666666666666666,12.0,8.8,15.25,10.5,10.25,4.954545454545454,5.542857142857143,13.75,12.0,10.0,10.25,10.0,8.666666666666666,14.5,16.0,20.5,16.0,13.0,12.0,11.0,10.0,13.333333333333334,11.0,11.4,11.666666666666666,13.0,16.77777777777778,14.0,15.0
"109.02 (Champaign, IL)",12.666666666666666,17.0,4.0,1.2,11.5,11.0,9.6,12.0,11.846153846153847,8.5,8.25,14.666666666666666,9.0,6.0,3.888888888888889,6.315789473684211,14.0,11.055555555555555,10.0,9.5,20.0,7.428571428571429,12.5,17.0,17.0,15.0,13.0,11.0,11.5,11.0,10.5,11.0,19.75,10.0,13.0,14.818181818181818,14.333333333333334,14.666666666666666
"11 (Champaign, IL)",3.0714285714285716,8.5,11.0,9.333333333333334,1.5,2.75,4.333333333333333,7.615384615384615,2.5609756097560976,5.0,6.142857142857143,10.4,5.75,2.980769230769231,6.222222222222222,4.956521739130435,5.666666666666667,5.0,5.5,5.75,4.592592592592593,2.75,8.368421052631579,10.666666666666666,10.0,10.4,9.0,9.0,9.5,13.2,8.666666666666666,6.25,6.12,4.0,5.333333333333333,7.074074074074074,4.333333333333333,6.636363636363637
"110.01 (Champaign, IL)",2.727272727272727,9.0,8.5,10.333333333333332,2.75,1.0,1.7,4.0,5.0,7.666666666666667,10.0,10.333333333333334,,4.5,8.2,5.25,3.0,3.875,3.0,4.444444444444445,3.8,2.230769230769231,4.821428571428571,7.666666666666667,8.0,9.666666666666666,8.0,11.0,10.0,13.0,7.0,5.571428571428571,5.24,6.6,1.71875,4.533333333333333,2.4615384615384617,6.8
"110.02 (Champaign, IL)",3.375,8.0,10.0,8.0,3.0,1.6363636363636365,1.2264150943396226,4.9411764705882355,5.2727272727272725,7.636363636363637,10.222222222222221,9.4,9.75,4.052631578947368,6.571428571428571,4.694444444444445,1.875,2.5789473684210527,1.9,3.652173913043478,2.25,2.0,4.5,8.0,9.0,8.266666666666667,7.833333333333333,11.0,8.75,10.5,5.0,5.0,4.290322580645161,5.625,2.3461538461538463,5.813953488372093,3.8,6.4375
"111 (Champaign, IL)",7.5,11.0,11.5,12.0,8.333333333333334,5.0,4.125,1.8636363636363635,8.75,10.5,12.2,15.0,13.0,7.1,9.714285714285714,5.5,3.6666666666666665,2.7142857142857144,2.5,3.625,5.0,5.416666666666667,2.303030303030303,2.4375,7.0,2.888888888888889,4.6,5.714285714285714,5.0,5.5,2.1153846153846154,2.2,2.5106382978723403,4.25,5.25,7.851851851851852,8.0,10.692307692307692
"12.01 (Champaign, IL)",3.4193548387096775,13.0,12.75,12.272727272727273,3.1904761904761907,6.333333333333333,6.76595744680851,10.04,2.9025974025974026,3.0256410256410255,5.0625,7.148148148148148,4.0,4.771929824561403,7.909090909090909,7.653061224489796,7.0,7.75,7.5,8.266666666666667,7.375,5.25,10.95959595959596,12.5,13.0,14.11111111111111,13.0,15.25,12.625,11.25,11.6,10.045454545454545,9.170454545454545,9.3,7.842105263157895,9.70873786407767,5.733333333333333,4.726190476190476
"12.03 (Champaign, IL)",5.55,11.0,13.0,10.125,4.166666666666667,7.454545454545454,7.9523809523809526,11.961538461538462,4.159574468085107,2.5106382978723403,4.04,7.3076923076923075,2.0,4.36,6.3478260869565215,7.708333333333333,10.333333333333334,9.478260869565217,8.454545454545455,8.5,7.666666666666667,6.391304347826087,12.547169811320755,14.2,16.0,13.9,13.5,13.0,13.0,10.0,11.5,9.333333333333334,10.09433962264151,10.0,10.37037037037037,11.581967213114755,7.75,7.181818181818182
"12.04 (Champaign, IL)",7.0,12.333333333333334,10.0,10.0,7.333333333333333,9.866666666666667,10.857142857142858,14.25,7.057142857142857,5.3076923076923075,3.7,4.714285714285714,2.0,6.184210526315789,5.53125,9.25,11.6,11.333333333333334,10.0,10.5,8.85,9.166666666666666,13.5,16.0,17.0,15.25,13.3,14.5,13.0,12.0,11.75,12.0,11.733333333333333,11.0,12.5,12.1875,8.333333333333334,8.777777777777779
