origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.8656716417910448,12.0,14.6,11.666666666666666,1.875,2.3846153846153846,4.245614035087719,8.75,2.6956521739130435,4.956521739130435,7.666666666666667,9.142857142857142,6.0,5.536585365853658,8.590909090909092,6.538461538461538,6.444444444444445,5.857142857142857,5.125,6.714285714285714,7.0,4.35,8.11111111111111,9.153846153846153,12.818181818181818,12.5,11.92,13.142857142857142,12.272727272727273,14.6,8.833333333333334,8.0,6.777777777777778,9.0,4.864864864864865,7.262711864406779,3.3684210526315788,4.504761904761905
"106.04 (Champaign, IL)",6.5,2.0,19.0,,10.5,7.333333333333333,8.0,5.0,12.2,12.0,11.5,12.0,14.0,11.5,16.0,14.5,3.0,10.0,8.125,11.0,10.03125,10.0,6.0,7.6,8.5,11.75,7.0,17.0,10.0,20.0,14.0,7.9375,9.0,12.0,5.0,5.222222222222222,5.0,8.75
"109.01 (Champaign, IL)",14.5,17.0,3.0,3.111111111111111,9.0,11.75,10.2,13.0,14.0,11.0,10.0,15.0,10.0,7.25,3.9130434782608696,6.0,10.0625,10.0,11.0,9.25,9.25,12.0,13.666666666666666,15.833333333333334,20.25,17.0,14.0,10.0,12.0,10.3125,10.5,11.0,10.0,8.0,14.0,16.043478260869566,13.166666666666668,17.0
"109.02 (Champaign, IL)",12.428571428571429,17.0,3.090909090909091,2.25,10.571428571428571,10.5,9.1,14.0,11.75,9.0,8.2,13.125,11.0,6.571428571428571,3.9615384615384617,6.523809523809524,13.0,9.0,9.25,9.666666666666666,8.0,9.0,13.0,15.25,19.0,15.0,13.0,11.0,10.75,11.0,12.75,9.8,10.333333333333334,10.0,11.333333333333334,15.68421052631579,13.0,16.0
"11 (Champaign, IL)",2.6904761904761907,8.416666666666668,11.0,11.5,1.3541666666666667,3.0,3.4705882352941178,8.0,2.4193548387096775,3.357142857142857,7.0,8.294117647058824,4.5,3.1904761904761907,7.642857142857143,7.571428571428571,5.4,5.4,4.333333333333333,6.333333333333333,5.5,2.7333333333333334,7.75,10.5,12.25,12.0,10.5,11.5,9.833333333333334,12.8,8.0,6.5,6.537878787878788,6.0,4.9,7.6875,3.6923076923076925,6.25
"110.01 (Champaign, IL)",2.7096774193548385,7.875,10.0,9.708333333333332,3.5,1.4210526315789473,1.46875,6.666666666666667,4.888888888888889,8.125,10.9,11.333333333333334,,5.260869565217392,8.0,5.782608695652174,2.696428571428571,2.8333333333333335,2.0,4.25,3.25,2.1666666666666665,4.833333333333333,6.8,9.5,7.625,9.0,12.0,10.0,11.8,6.5,6.666666666666667,5.0,7.0,2.3333333333333335,5.833333333333333,3.7058823529411766,7.52
"110.02 (Champaign, IL)",4.275862068965517,7.75,9.6,9.166666666666666,3.6341463414634148,1.9090909090909092,1.2459016393442623,4.85,6.490196078431373,8.128205128205128,10.777777777777779,11.64516129032258,9.75,5.016949152542373,7.615384615384615,5.829268292682927,2.25,2.2222222222222223,1.7,2.909090909090909,2.05,1.9333333333333333,5.0,6.428571428571429,9.142857142857142,7.148148148148148,8.029411764705882,9.4375,8.708333333333334,11.2,5.6,4.6,3.869565217391304,5.5,2.657142857142857,6.025210084033613,4.173913043478261,8.11111111111111
"111 (Champaign, IL)",7.933333333333334,4.4375,12.0,12.0,8.333333333333334,5.181818181818182,4.44,1.148936170212766,10.783783783783784,12.31578947368421,13.933333333333334,14.928571428571429,13.0,8.53125,11.037037037037036,7.862068965517241,4.090909090909091,2.7027027027027026,3.0,3.4615384615384617,4.166666666666667,5.6875,3.183673469387755,2.32,5.888888888888889,3.225,3.857142857142857,5.413793103448276,4.742857142857143,6.5,2.566666666666667,2.5294117647058822,1.8928571428571428,3.5,6.615384615384615,8.469696969696969,8.214285714285714,12.605263157894736
"12.01 (Champaign, IL)",3.0925925925925926,8.0,12.4,13.857142857142858,2.4878048780487805,4.777777777777778,6.0,10.91304347826087,2.3756906077348066,3.4927536231884058,5.904761904761905,7.0,5.0,5.293103448275862,8.294117647058824,9.285714285714286,8.0,7.266666666666667,8.0,7.666666666666667,6.333333333333333,5.529411764705882,10.148148148148149,12.0,11.0,15.0,11.875,12.75,12.083333333333334,14.333333333333334,10.0,9.0,8.75,8.2,7.352941176470588,9.66025641025641,6.108108108108108,5.1020408163265305
"12.03 (Champaign, IL)",5.130434782608695,10.5,11.333333333333334,12.625,4.1875,8.333333333333334,7.434782608695652,11.6,3.272727272727273,2.652173913043478,3.509433962264151,6.484848484848484,2.6875,4.225806451612903,6.466666666666667,7.666666666666667,9.0,7.0,8.0,8.604166666666668,6.8,5.857142857142857,13.5,13.6,15.333333333333334,14.25,12.5,13.25,12.0,13.5,13.0,8.5,9.444444444444445,7.0,9.5,11.630434782608695,8.666666666666666,6.888888888888889
"12.04 (Champaign, IL)",7.846153846153846,12.875,8.5,9.0,6.8,10.0,10.214285714285714,14.333333333333334,5.875,3.463768115942029,2.460526315789474,5.787878787878788,1.5,5.378378378378378,5.102564102564102,8.6,13.5,11.384615384615385,10.5,9.0,9.775,8.625,14.0,15.25,16.666666666666668,14.666666666666666,13.0,12.0,11.75,13.0,11.0,11.666666666666666,11.571428571428571,10.0,11.333333333333334,13.071428571428571,10.222222222222221,8.666666666666666
"12.05 (Champaign, IL)",7.733333333333333,14.03125,18.0,12.0,8.3,11.0,11.266666666666667,15.461538461538462,6.483516483516484,5.9655172413793105,4.571428571428571,4.385321100917431,5.5,8.422222222222222,9.571428571428571,11.538461538461538,14.25,12.333333333333334,12.0,13.625,12.6875,10.0,15.931034482758621,17.904761904761905,19.75,18.0,17.166666666666668,17.36842105263158,15.416666666666666,16.444444444444443,14.6,14.666666666666666,14.428571428571429,13.0,13.0,14.567901234567902,10.823529411764707,6.653846153846154
"12.06 (Champaign, IL)",6.0,,10.0,14.0,7.0,,10.0,12.5,5.0,2.6666666666666665,2.3333333333333335,3.75,3.0,6.0,7.0,7.875,10.0,10.0,10.0,10.0,10.0,8.5,14.0,14.0,,14.0,12.0,13.0,10.0,13.0,12.0,12.0,11.0,11.0,,12.666666666666666,11.0,6.5
"13.01 (Champaign, IL)",5.258620689655173,12.0,8.461538461538462,7.85,2.9642857142857144,4.916666666666667,4.913043478260869,7.5,5.148148148148148,4.290909090909091,5.419354838709677,8.986486486486486,5.666666666666667,2.569377990430622,4.591397849462366,4.075,6.142857142857143,4.956521739130435,5.2,4.071428571428571,3.5,2.5853658536585367,8.473684210526315,10.227272727272727,13.625,11.181818181818182,9.4,8.555555555555555,7.617647058823529,9.846153846153847,6.111111111111111,6.4,6.151515151515151,5.5,6.714285714285714,9.746153846153845,6.75,9.704918032786885
"13.02 (Champaign, IL)",8.725,14.0,5.166666666666667,3.6875,6.666666666666667,8.222222222222221,7.25,10.692307692307692,8.5,7.178571428571429,5.777777777777778,10.5,9.0,4.612068965517241,2.796208530805687,4.584415584415584,9.5,7.2105263157894735,7.0,6.466666666666667,6.083333333333333,5.619047619047619,11.857142857142858,11.7,17.0,11.631578947368421,10.5,9.2,8.642857142857142,9.5,8.333333333333334,8.25,8.392857142857142,7.0,9.3,12.985294117647058,10.555555555555555,12.516129032258064
"14 (Champaign, IL)",7.392857142857143,12.017578125,5.954545454545454,6.631578947368421,5.5,5.35,4.4714285714285715,5.171428571428572,7.590909090909091,9.238095238095237,9.133333333333333,11.612903225806452,8.0,3.4479166666666665,4.89247311827957,2.624,3.5384615384615383,3.5338345864661656,5.0,2.4886363636363638,1.8695652173913044,2.3714285714285714,7.509433962264151,8.16,11.75,8.064516129032258,6.411764705882353,7.458333333333333,6.46,6.888888888888889,3.7037037037037037,3.1578947368421053,3.7413793103448274,3.466666666666667,6.527777777777778,9.67142857142857,7.583333333333333,11.166666666666666
"2 (Champaign, IL)",5.583333333333333,8.5,13.0,13.0,6.75,2.0,1.6521739130434783,3.5714285714285716,8.166666666666666,13.0,12.25,14.333333333333334,11.125,6.25,9.4,5.75,1.1923076923076923,2.0,1.2857142857142858,3.75,4.0,2.75,1.75,5.625,8.5,7.0,7.1,9.833333333333334,8.25,11.0,5.2,5.0,3.25,4.125,3.1176470588235294,5.09375,5.2,7.416666666666667
"3.01 (Champaign, IL)",5.96969696969697,8.03125,10.6,10.25,4.518518518518518,3.875,2.604651162790698,2.9298245614035086,7.384615384615385,8.944444444444445,11.368421052631579,13.058823529411764,11.0,5.215686274509804,7.304347826086956,4.085714285714285,2.5,0.9019607843137255,1.3055555555555556,0.8990825688073395,1.6666666666666667,2.7954545454545454,3.7804878048780486,5.791666666666667,9.75,5.44,6.774193548387097,8.136363636363637,6.818181818181818,7.5,3.480769230769231,2.5714285714285716,1.9682539682539681,4.5,4.6,7.6068376068376065,7.46875,9.833333333333334
