origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.783132530120482,6.333333333333333,11.0,11.666666666666666,2.6486486486486487,3.8,4.27027027027027,8.105263157894736,2.7450980392156863,5.2,8.0,8.125,6.5,5.620689655172414,7.777777777777778,7.0588235294117645,6.0,7.095238095238095,3.0,6.666666666666667,5.571428571428571,3.6875,7.7272727272727275,10.375,11.5,12.0,13.0,13.333333333333334,11.916666666666666,14.333333333333334,9.615384615384615,8.75,7.2727272727272725,8.75,4.615384615384615,7.175,3.5652173913043477,4.405405405405405
"106.04 (Champaign, IL)",6.0,2.375,17.0,,10.0,6.75,7.0,5.5,11.75,11.0,11.5,11.0,14.0,10.0,11.0,11.25,7.5,10.0,10.0,12.125,11.0,9.125,7.25,10.75,5.0,14.0,7.5,17.0,10.0,17.125,14.0,6.125,11.25,12.0,6.5625,5.3,6.5,8.125
"109.01 (Champaign, IL)",14.0,17.0,2.5,4.0,10.0625,9.0,11.333333333333334,12.5,13.0,11.25,10.45,14.0,10.125,8.0,4.153846153846154,4.333333333333333,13.5625,12.0,11.0,10.0,9.5,7.833333333333334,15.0,15.0,20.5,15.0,13.0,10.0,11.0,11.0,12.708333333333334,10.5,10.666666666666666,8.0,14.125,14.666666666666666,14.0,14.75
"109.02 (Champaign, IL)",12.0,17.0,2.8333333333333335,1.6666666666666667,10.25,11.0,9.25,11.0,12.0,8.555555555555555,8.25,13.368421052631579,10.0,7.0,3.5714285714285716,4.75,12.5,9.0,10.0,8.666666666666666,8.5,9.333333333333334,14.666666666666666,14.75,19.0,16.0,13.0,11.0,12.25,11.0,11.0,9.5,10.2,9.0,10.5,15.714285714285714,12.0,16.166666666666668
"11 (Champaign, IL)",2.6956521739130435,6.625,12.0,11.0,1.4666666666666666,4.375,3.6363636363636362,7.6,2.5555555555555554,4.0,7.333333333333333,7.0,5.9375,3.586206896551724,6.166666666666667,5.2,6.0,5.125,5.125,5.5,5.2,2.4375,8.25,9.666666666666666,11.0,13.0,10.666666666666666,10.5,9.6,11.0,9.2,8.5,6.333333333333333,4.5,4.833333333333333,7.886363636363637,3.888888888888889,4.666666666666667
"110.01 (Champaign, IL)",3.5,7.125,8.5,10.0,2.0,1.1666666666666667,1.3888888888888888,5.0,5.5,7.333333333333333,8.5,12.0,,4.666666666666667,6.666666666666667,5.6,3.0,3.6666666666666665,2.5625,4.0,4.0,2.4,5.625,6.8,8.0,9.5,10.0,12.25,10.0,11.5,5.75,5.0,5.125,7.5,2.2,5.25,3.5,6.5
"110.02 (Champaign, IL)",3.9696969696969697,8.0,11.0,9.25,3.08,1.7222222222222223,1.0945945945945945,4.454545454545454,5.821428571428571,7.466666666666667,9.333333333333334,11.7,9.5,4.465116279069767,7.0,4.837209302325581,1.9090909090909092,2.090909090909091,1.5454545454545454,3.3076923076923075,2.090909090909091,1.7857142857142858,4.586206896551724,6.666666666666667,10.5,7.523809523809524,8.470588235294118,12.5,8.277777777777779,10.0,5.875,4.6,3.6666666666666665,4.875,2.6296296296296298,5.506329113924051,4.352941176470588,8.307692307692308
"111 (Champaign, IL)",10.125,11.0,11.666666666666668,11.0,8.25,6.0,4.2,1.6785714285714286,10.4,11.0,13.642857142857142,15.25,13.0,7.5,9.0,5.8,5.222222222222222,2.75,3.0,3.8333333333333335,4.0,5.428571428571429,2.761904761904762,2.1,6.5,2.4210526315789473,3.888888888888889,5.25,4.434782608695652,6.4,2.0277777777777777,2.526315789473684,2.189189189189189,4.5,6.0,8.25,8.416666666666666,12.318181818181818
"12.01 (Champaign, IL)",2.7346938775510203,12.166666666666668,11.5,10.0,3.1379310344827585,5.75,6.411764705882353,9.789473684210526,2.425,3.1666666666666665,5.384615384615385,7.666666666666667,4.0,5.580645161290323,8.285714285714286,7.476190476190476,8.0,7.526315789473684,7.111111111111111,8.25,6.333333333333333,5.75,9.789473684210526,12.571428571428571,12.5,13.545454545454545,13.4,15.0,12.428571428571429,12.25,9.0,8.857142857142858,8.23076923076923,8.75,6.555555555555555,9.346666666666666,5.916666666666667,4.516129032258065
"12.03 (Champaign, IL)",4.826086956521739,10.333333333333334,12.5,10.0,3.75,7.5,7.913043478260869,11.533333333333333,3.169811320754717,2.696969696969697,3.761904761904762,6.423076923076923,2.0,4.255813953488372,6.083333333333333,7.923076923076923,11.0,9.0,7.5,8.7,8.0,6.230769230769231,12.11111111111111,13.777777777777779,16.0,10.0,12.25,11.5,12.0,10.0,10.666666666666666,9.2,9.133333333333333,8.0,9.0,11.592592592592593,7.375,6.555555555555555
