origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.6900584795321638,10.0,11.0,11.0,2.4166666666666665,2.35,3.75,8.0,2.8933333333333335,5.36,7.625,8.487804878048781,5.9375,5.295454545454546,8.833333333333334,7.833333333333333,6.6,6.777777777777778,5.157894736842105,7.0,6.166666666666667,4.04,8.166666666666666,10.461538461538462,12.884615384615385,11.642857142857142,11.285714285714286,13.666666666666666,12.11111111111111,15.0,9.125,7.777777777777778,7.9,7.0,5.0,7.18,2.888888888888889,4.085106382978723
"106.04 (Champaign, IL)",7.0,2.0,17.0,,14.0,7.5,8.0,9.5,11.307692307692308,11.5,12.4,13.6,14.0,12.0,16.0,16.0,8.25,10.0,8.25,11.0,10.0625,9.5,11.0,11.333333333333334,5.0,14.0,7.0,14.0,10.0,20.0,14.0,7.875,9.5,12.0,6.0,5.0,4.9,9.571428571428571
"109.01 (Champaign, IL)",12.666666666666666,17.0,3.875,3.272727272727273,10.333333333333334,11.5,9.8,11.666666666666666,10.0,12.0,10.0,10.0,10.0,8.0,4.333333333333333,5.555555555555555,10.125,10.0,10.96875,9.5,9.5,8.2,14.0,14.0,20.5,13.5,14.0,12.0,10.0,10.125,10.5,10.984375,10.25,9.0,14.0,16.705882352941178,13.0,17.5
"109.02 (Champaign, IL)",12.4,17.0,3.125,2.5714285714285716,10.545454545454545,9.857142857142858,9.5,13.0,11.777777777777779,9.375,7.5,14.375,11.0,7.238095238095238,4.086956521739131,5.666666666666667,14.0,9.0,9.5,9.0,8.375,9.0,13.666666666666666,15.5,19.0,13.0,13.0,11.0,10.890625,11.0,12.5,10.0,11.8,9.0,11.666666666666668,17.0,13.0,17.0
"11 (Champaign, IL)",2.1951219512195124,8.5,11.5,11.0,1.425531914893617,4.2,3.129032258064516,6.666666666666667,2.7,3.7857142857142856,7.142857142857143,8.26086956521739,5.0,3.3488372093023258,7.0588235294117645,7.0,6.666666666666667,4.0,6.0,4.0,4.25,2.5294117647058822,9.142857142857142,9.0,12.5,8.0,13.0,11.5,10.333333333333334,10.333333333333334,8.5,6.25,7.166666666666667,6.0,5.6923076923076925,8.407894736842104,4.125,5.777777777777778
"110.01 (Champaign, IL)",2.53125,8.25,10.375,9.666666666666666,2.727272727272727,1.5,1.5,6.2,5.333333333333333,7.2,10.48,11.583333333333334,,5.032258064516129,8.153846153846153,6.527777777777778,3.142857142857143,3.5555555555555554,2.4,3.8333333333333335,3.142857142857143,1.8333333333333333,4.764705882352941,6.666666666666667,9.0,7.75,10.0,11.6,10.0,11.0,5.875,5.5,4.928571428571429,7.0,3.0588235294117645,5.816326530612245,4.190476190476191,7.7894736842105265
"110.02 (Champaign, IL)",4.104166666666667,8.0,10.166666666666666,9.5,3.736842105263158,1.45,1.2258064516129032,5.178571428571429,5.964285714285714,8.074074074074074,10.793103448275861,12.105263157894736,10.0,4.9361702127659575,7.32258064516129,5.666666666666667,1.5454545454545454,2.2285714285714286,1.6666666666666667,3.0,2.272727272727273,1.793103448275862,4.0,6.55,9.833333333333334,7.722222222222222,8.8125,10.0,8.814814814814815,12.0,6.375,5.125,4.1923076923076925,5.2,2.607142857142857,5.930232558139535,3.7,7.879310344827586
"111 (Champaign, IL)",7.846153846153846,4.875,15.0,14.333333333333334,7.111111111111111,4.888888888888889,4.92,1.7380952380952381,10.636363636363637,11.357142857142858,13.3,15.9,13.0,7.9,10.923076923076923,6.027027027027027,3.4,2.823529411764706,2.8823529411764706,2.875,3.7222222222222223,6.315789473684211,2.784313725490196,1.7142857142857142,6.333333333333333,3.192982456140351,4.026315789473684,6.454545454545454,5.28,7.333333333333333,2.4516129032258065,1.8823529411764706,2.0416666666666665,5.0,5.666666666666667,8.4,8.181818181818182,12.19047619047619
"12.01 (Champaign, IL)",3.117021276595745,9.0,13.375,12.580645161290322,2.802469135802469,5.75,6.694444444444445,10.571428571428571,3.0631578947368423,4.169642857142857,6.985294117647059,7.6461538461538465,4.5,4.724137931034483,8.580246913580247,9.698630136986301,8.4,7.5,7.8,7.0,7.0,5.777777777777778,10.545454545454545,12.285714285714286,13.666666666666666,12.866666666666667,13.4375,14.384615384615385,12.636363636363637,14.0,9.0,9.333333333333334,8.857142857142858,8.666666666666666,8.15625,9.572519083969466,6.092592592592593,5.401913875598086
"12.03 (Champaign, IL)",4.869565217391305,11.125,11.4,10.823529411764707,4.142857142857143,8.2,7.619047619047619,12.142857142857142,3.9454545454545453,2.8125,4.016393442622951,7.782051282051282,2.375,4.148936170212766,6.151515151515151,8.266666666666667,12.0,8.916666666666666,6.5,8.833333333333334,8.0,7.0,12.125,14.75,16.666666666666668,14.0,12.833333333333334,12.0,11.9,15.0,11.0,8.666666666666666,9.692307692307692,8.0,10.416666666666666,12.035087719298245,8.166666666666666,7.464285714285714
