origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.7522935779816513,10.5,13.0,13.5,2.1153846153846154,3.2857142857142856,4.03125,8.0625,2.9375,5.133333333333334,8.0,8.133333333333333,5.5,6.1923076923076925,8.5,7.529411764705882,7.0,6.384615384615385,4.125,7.0,7.0,4.222222222222222,7.580645161290323,10.857142857142858,12.25,11.545454545454545,12.75,12.8,12.5,15.083333333333334,9.285714285714286,8.25,7.555555555555555,9.2,4.705882352941177,6.948717948717949,3.5,4.068181818181818
"106.04 (Champaign, IL)",7.0,9.0,17.0,,9.0,8.0,7.0,12.0,15.0,8.0,11.0,11.0,14.0,11.0,13.0,11.0625,9.5,10.0,10.0,12.0,10.5,9.0,11.5,3.5,15.0,6.0,7.5,15.5,10.0,17.0,14.0,7.0,11.0,12.0,6.0,5.7,5.5,7.75
"109.01 (Champaign, IL)",13.5,17.0,4.5,4.0,10.015625,9.833333333333332,8.333333333333334,12.75,10.8,10.0,10.25,15.5,10.0,5.714285714285714,4.090909090909091,4.833333333333333,11.0,11.0,10.75,9.0,9.875,9.0,14.25,14.0,20.5,13.0,13.0,11.5,11.0,8.0,12.5,10.875,11.0,11.0,11.0,16.0,12.5,16.0
"109.02 (Champaign, IL)",14.333333333333334,17.0,4.0,2.0,9.0,11.0,9.956521739130435,12.5,10.666666666666666,9.8,8.0,13.4,11.0,8.625,4.409090909090909,6.375,12.125,9.0,10.0,9.5,9.0,8.8,15.5,14.0,19.0,14.5,13.0,11.0,11.875,11.0,11.0,9.333333333333334,11.0,9.75,11.0,15.708333333333334,13.0,16.5
"11 (Champaign, IL)",3.0555555555555554,9.0,11.0,10.0,1.8421052631578947,3.0,3.2142857142857144,7.636363636363637,3.6129032258064515,5.0,7.0,9.375,5.75,3.8518518518518516,6.75,4.5,7.0,5.666666666666667,5.03125,5.333333333333333,4.833333333333333,1.5789473684210527,8.333333333333334,9.0,14.0,9.5,11.0,11.75,9.714285714285714,10.75,6.0,7.0,5.818181818181818,6.875,6.0,7.7368421052631575,4.625,5.64
"110.01 (Champaign, IL)",3.1666666666666665,8.0,10.5,10.285714285714286,3.5,1.0,1.5416666666666667,4.5,6.8,8.0,10.0,12.0,,5.166666666666667,7.5,5.8,3.5,3.5833333333333335,2.4,4.0,3.0,2.0833333333333335,4.916666666666667,6.714285714285714,8.0,9.333333333333334,9.5,12.5,10.142857142857142,11.0,7.0,5.1,4.9,9.0,2.2,5.607142857142857,2.4,7.5
"110.02 (Champaign, IL)",3.4594594594594597,8.0,8.666666666666666,9.272727272727273,3.3333333333333335,1.7575757575757576,1.1470588235294117,4.733333333333333,6.076923076923077,8.72,10.44,11.6,11.0,4.967213114754099,7.68,4.783333333333333,2.0,2.2666666666666666,1.3,3.0294117647058822,2.1904761904761907,1.6153846153846154,4.536585365853658,6.5,9.25,6.869565217391305,9.0,10.333333333333334,9.235294117647058,11.5,5.7,5.0,4.0,5.833333333333333,2.4864864864864864,5.871794871794871,3.933333333333333,8.411764705882353
"111 (Champaign, IL)",8.666666666666666,11.0,12.0,11.0,7.0,5.0,4.173913043478261,1.606060606060606,10.0,12.0,17.0,15.666666666666666,13.0,8.12,10.909090909090908,5.027027027027027,3.8181818181818183,2.8333333333333335,3.0,2.8260869565217392,4.166666666666667,5.647058823529412,2.4375,2.206896551724138,5.5,3.142857142857143,3.6176470588235294,6.666666666666667,4.809523809523809,7.2,2.3714285714285714,2.238095238095238,2.3181818181818183,3.1666666666666665,5.5,8.442307692307692,8.833333333333334,12.666666666666666
"12.01 (Champaign, IL)",2.7540983606557377,12.2,13.0,12.25,2.710526315789474,5.6875,6.03125,9.956521739130435,2.470149253731343,3.9310344827586206,6.8,7.433962264150943,4.0,5.82051282051282,7.861111111111111,8.525,7.833333333333333,7.45,7.2,8.142857142857142,6.285714285714286,5.0,10.0,11.285714285714286,16.0,13.133333333333333,11.1,13.833333333333334,11.61111111111111,14.0,9.333333333333334,10.333333333333334,8.466666666666667,9.0,7.888888888888889,9.67,5.695652173913044,4.884057971014493
"12.03 (Champaign, IL)",5.086956521739131,10.5,10.75,9.5,4.809523809523809,8.4,8.266666666666667,12.5,3.425925925925926,2.8461538461538463,4.545454545454546,6.153846153846154,2.25,4.472222222222222,6.904761904761905,6.333333333333333,9.0,9.166666666666666,7.833333333333333,8.75,7.5,6.769230769230769,12.142857142857142,14.25,15.916666666666666,13.916666666666666,12.5,11.2,11.8,16.0,10.666666666666666,8.0,8.88888888888889,8.0,10.0,11.552238805970148,7.6,5.878787878787879
