origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.0833333333333333,6.0,12.0,12.0,1.5,2.0,2.5,7.0,2.888888888888889,6.666666666666667,8.75,10.0,7.0,6.0,8.0,5.5,5.75,5.0,3.25,7.0,6.5,2.6666666666666665,6.0,8.0,11.0,11.5,11.0,11.25,11.0,13.0,9.0,6.666666666666667,7.0,8.25,3.2,6.388888888888889,2.2222222222222223,3.3636363636363638
"106.04 (Champaign, IL)",6.0,2.0,17.0,,11.0,9.5,8.0,11.5,11.333333333333334,12.0,11.5,11.0,14.0,11.0,11.0,13.0,9.0,10.0,10.0,13.0,11.0,10.0,7.333333333333333,9.6,11.0,13.0,7.5,12.0,10.0,18.0,14.0,7.0,12.0,12.0,6.5,5.0,5.0,5.5
"109.01 (Champaign, IL)",12.5,18.0,7.5,2.5,9.0,10.75,9.0,11.0,11.833333333333332,12.0,9.333333333333334,14.25,11.0,8.722222222222221,4.142857142857143,6.833333333333333,12.5,11.25,10.0,10.5,9.75,7.0,13.333333333333334,15.0,20.5,15.0,13.0,11.5,10.5,9.5,11.0,11.5,10.0,9.0,13.5,15.666666666666666,14.0,14.25
"109.02 (Champaign, IL)",13.0,17.0,5.8125,2.0,11.5,11.0,9.0,12.0,11.0,10.828125,8.0,13.0,9.0,9.0,4.4,7.0,9.5,11.444444444444445,10.0,9.0,10.0,8.0,12.0,14.666666666666666,17.0,16.0,13.0,11.0,11.5,11.0,11.0,10.0,10.5,9.666666666666666,12.0,14.333333333333334,13.666666666666666,13.0
"11 (Champaign, IL)",2.3333333333333335,6.0,11.0,9.75,1.625,3.5,2.6666666666666665,7.75,2.75,2.5,7.333333333333333,8.333333333333334,7.0,3.75,6.5,3.6666666666666665,7.0,4.857142857142858,5.0,5.5,4.0,1.8409090909090908,8.0,8.75,12.25,11.0,9.0,9.0,10.0,12.333333333333334,8.0,7.0,6.3,5.0,4.0,7.214285714285714,5.0,5.5
"110.01 (Champaign, IL)",1.5,7.5,8.5,10.666666666666666,2.5,0.0,1.2,4.166666666666666,5.0,7.75,9.5,10.0,,5.0,7.0,5.125,2.0,3.3333333333333335,2.3333333333333335,5.0,4.0,1.0,4.0,6.916666666666666,8.0,10.0,8.0,11.0,10.0,12.0,5.0,5.0,4.6,6.5,1.9090909090909092,4.875,3.142857142857143,6.0
"110.02 (Champaign, IL)",3.875,8.0,10.0,7.0,2.4250000000000003,1.0,1.2222222222222223,6.0,5.666666666666667,7.333333333333333,10.333333333333334,9.0,10.5,4.666666666666667,7.0,4.111111111111111,2.0,1.75,1.0,3.5,2.0,1.6666666666666667,4.5,5.75,10.333333333333334,9.0,8.55,15.0,8.5,10.5,4.5,5.0,3.4285714285714284,5.25,3.0,5.8,3.3333333333333335,6.6
"111 (Champaign, IL)",9.0,11.0,11.5,13.0,7.0,5.5,5.0,1.0,8.666666666666666,11.0,13.666666666666666,15.5,13.0,7.5,8.5,4.666666666666667,3.6666666666666665,2.3333333333333335,3.5,3.6666666666666665,3.0,4.75,1.5,1.5,5.5,2.0,3.46875,7.0,5.96875,5.5,2.0,2.0,3.0,4.0,4.0,10.0,7.5,9.0
"12.01 (Champaign, IL)",4.428571428571429,9.333333333333334,14.0,12.75,2.0,6.0,7.5,9.0,2.347826086956522,2.0,7.3125,6.538461538461538,4.0,5.714285714285714,8.75,8.1,7.0,7.0,7.0,8.5,6.0,4.0,9.857142857142858,13.0,12.0,15.0,15.0,15.0,10.75,10.0,11.0,8.0,8.7,7.0,6.490196078431373,8.76923076923077,5.8,5.0
"12.03 (Champaign, IL)",3.5,11.0,15.0,9.578125,4.5,6.5,6.5,11.5,2.5,2.6666666666666665,2.0,4.8,2.0,5.2,5.166666666666667,6.571428571428571,11.0,9.0,8.5,7.666666666666667,7.5,6.4,12.5,13.0,16.0,14.125,13.25,10.833333333333332,10.5,10.0,9.0,9.0,9.714285714285714,9.25,9.25,10.727272727272727,6.6,7.0
