origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.7345132743362832,7.0,10.0,12.0,2.189189189189189,3.3333333333333335,3.9130434782608696,7.866666666666666,3.3297872340425534,4.535714285714286,7.823529411764706,7.095238095238095,5.5,5.075,8.117647058823529,10.571428571428571,7.0,6.375,6.333333333333333,6.833333333333333,6.5,3.75,6.545454545454546,9.666666666666666,11.0,10.4,11.923076923076923,12.25,12.5,13.0,9.25,8.0,7.0,7.0,5.4,6.236363636363636,3.1794871794871793,4.166666666666667
"106.04 (Champaign, IL)",7.5,2.0,19.0,,7.0,8.0,7.0,8.0,9.0,10.0,13.0,13.0,14.0,12.0,12.0,13.0,8.0,10.0,8.0,11.0,10.0,10.0,6.25,12.0,12.0,12.0,7.0,8.0,10.0,20.0,14.0,8.0,10.0,12.0,6.5,5.8,4.666666666666667,9.166666666666666
"109.01 (Champaign, IL)",11.0,17.0,5.0,3.2,10.0,12.0,9.333333333333332,14.0,11.333333333333332,9.0,10.0,14.666666666666666,10.0,8.5,5.714285714285714,5.2,11.0,10.0,10.0,11.0,10.0,9.25,13.5,14.0,20.0,14.0,14.0,12.0,11.5,11.5,10.5,11.0,10.75,8.0,15.0,14.5,14.0,15.3125
"109.02 (Champaign, IL)",12.0,17.0,3.4,3.5,12.0,10.0,10.0,11.25,11.076923076923077,9.631578947368421,10.333333333333334,12.5,11.0,7.666666666666667,4.0,5.0,10.5,9.75,10.0,9.333333333333334,9.5,10.0,14.0,13.0,19.0,13.5,12.5,11.0,13.0,13.0,10.0,11.0,9.0,10.0,11.0,16.653846153846153,10.0,13.5
"11 (Champaign, IL)",2.3214285714285716,10.0,10.0,8.375,1.7666666666666666,2.3333333333333335,3.2857142857142856,9.0,3.096774193548387,3.1,7.333333333333333,7.3,4.0,3.5833333333333335,5.833333333333333,4.5,5.5,4.833333333333334,5.25,4.5,5.0,2.1666666666666665,7.0,9.142857142857142,11.25,10.0,9.666666666666666,10.5,9.5,11.5,7.25,7.0,8.0,5.0,6.333333333333333,6.548387096774194,3.8,6.133333333333334
"110.01 (Champaign, IL)",2.6666666666666665,8.0,13.0,12.0,2.0,0.6666666666666666,1.3333333333333333,5.0,5.0,6.666666666666667,11.0,12.0,,5.5,7.25,3.8,2.333333333333333,2.75,2.0,4.0,3.0,2.375,4.571428571428571,6.333333333333333,7.0,6.5,9.333333333333334,12.0,9.75,12.0,5.0,5.8,4.0,7.0,2.0,4.733333333333333,3.0,5.0
"110.02 (Champaign, IL)",3.9047619047619047,7.5,9.0,8.5,3.533333333333333,1.3888888888888888,1.2985074626865671,4.384615384615385,6.461538461538462,7.636363636363637,10.222222222222221,10.777777777777779,9.5,5.190476190476191,7.448275862068965,4.0588235294117645,2.3333333333333335,2.125,1.5454545454545454,2.1,1.2,1.9838709677419355,4.071428571428571,6.25,8.5,6.833333333333333,8.09375,11.25,8.454545454545455,11.5,5.115384615384615,4.333333333333333,3.142857142857143,4.75,2.193548387096774,5.333333333333333,5.185185185185185,8.4375
"111 (Champaign, IL)",6.933333333333334,11.0,12.0,13.5,7.111111111111111,6.0,4.705882352941177,1.3448275862068966,9.857142857142858,11.454545454545455,14.0,15.0,13.0,8.210526315789474,10.352941176470589,5.777777777777778,3.076923076923077,3.0,2.75,2.769230769230769,3.6551724137931036,5.222222222222222,2.5789473684210527,2.076923076923077,6.0,2.026315789473684,3.6666666666666665,5.428571428571429,4.6415094339622645,7.4,2.2162162162162162,2.25,2.227272727272727,4.333333333333333,5.375,8.147058823529411,8.538461538461538,11.866666666666667
"12.01 (Champaign, IL)",3.0357142857142856,10.0,12.666666666666666,10.75,2.4,5.75,4.857142857142857,10.5,2.6535433070866143,3.764705882352941,6.818181818181818,6.4393939393939394,5.0,3.9545454545454546,7.9,9.2,8.0,7.25,7.666666666666667,6.833333333333334,6.75,5.2,10.0,11.5,12.375,12.4,11.0,13.875,11.714285714285714,11.0,9.333333333333334,9.0,7.5,8.0,6.888888888888889,8.670886075949367,6.0,4.424242424242424
"12.03 (Champaign, IL)",5.090909090909091,10.0,11.0,10.333333333333334,3.7857142857142856,7.5,7.6,10.6,3.2244897959183674,2.796875,4.4,5.266666666666667,1.0,3.8947368421052633,5.8,7.0,9.0,8.0,8.0,8.666666666666666,5.0,5.625,11.666666666666666,13.333333333333334,15.458333333333332,15.0,11.666666666666666,12.0,9.5,12.0,10.0,9.666666666666666,10.666666666666666,7.0,9.2,11.058823529411764,7.1,7.142857142857143
