origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"10 (Champaign, IL)",1.9444444444444444,7.333333333333333,12.0,12.0,1.7142857142857142,2.0,2.8333333333333335,7.6923076923076925,2.8333333333333335,5.833333333333333,8.75,10.0,7.0,5.3076923076923075,7.666666666666667,7.0,4.5,5.142857142857143,3.25,5.666666666666667,5.0,2.6666666666666665,6.5,8.0,11.0,11.5,12.142857142857142,12.0,12.0,13.0,8.777777777777779,6.0,6.714285714285714,8.25,4.0,6.5,3.4166666666666665,3.9523809523809526
"106.04 (Champaign, IL)",6.0,2.0,17.0,,11.0,9.5,8.0,12.0,11.333333333333334,12.0,11.5,11.0,14.0,11.0,11.0,13.0,9.0,10.0,10.0,13.0,11.0,10.0,7.333333333333333,9.6,11.0,13.0,7.5,12.0,10.0,18.0,14.0,7.0,12.0,12.0,6.5,5.6,5.0,6.0
"109.01 (Champaign, IL)",12.5,18.0,7.5,3.0,9.0,10.75,10.0,11.785714285714285,12.666666666666666,12.0,9.333333333333334,14.125,11.0,8.722222222222221,4.777777777777778,6.416666666666667,13.25,9.0,10.0,10.0,10.0,8.2,15.5,14.666666666666668,20.5,15.0,13.0,10.666666666666666,10.5,9.5,11.0,11.178571428571429,10.6,10.166666666666668,14.0,15.636363636363637,12.0,16.5
"109.02 (Champaign, IL)",13.0,17.0,6.0,2.0,11.5,11.0,9.0,12.0,10.0,10.7890625,8.0,12.916666666666668,9.0,9.0,4.0,7.222222222222222,9.5,11.444444444444445,10.0,9.0,8.5,9.0,14.0,14.666666666666666,17.0,16.0,13.0,11.0,11.5,11.0,11.0,11.0,11.0,9.666666666666666,12.0,14.2,13.666666666666666,13.166666666666668
"11 (Champaign, IL)",3.25,8.0,11.0,9.625,1.5714285714285714,3.2857142857142856,3.3333333333333335,7.454545454545454,3.7777777777777777,3.0,7.333333333333333,8.333333333333334,5.0,2.235294117647059,7.5,3.8461538461538463,7.0,5.142857142857143,5.0,5.2,4.689655172413793,2.1818181818181817,8.0,9.0,12.0,9.0,9.0,9.0,10.333333333333332,12.333333333333334,7.666666666666666,6.25,5.823529411764706,7.0,5.0,7.34375,4.0,6.1
"110.01 (Champaign, IL)",2.0,8.0,8.5,10.666666666666666,2.5,1.7142857142857142,1.4210526315789473,4.222222222222222,6.0,8.5,9.5,10.0,,4.714285714285714,7.0,5.043478260869565,2.0,3.375,2.166666666666667,4.2,3.5,4.0,4.5,7.333333333333333,8.0,10.0,8.0,11.0,10.0,12.5,5.0,6.0,4.863636363636363,6.333333333333333,1.8181818181818181,5.166666666666667,2.857142857142857,5.0
"110.02 (Champaign, IL)",3.75,8.0,10.0,7.0,2.2,1.5,0.8,3.8,6.666666666666667,7.666666666666666,10.333333333333334,11.0,10.5,4.222222222222222,6.333333333333333,4.142857142857143,1.5,1.0,1.0,3.090909090909091,3.0,1.6,5.133333333333334,6.0,7.5,7.166666666666667,8.1,15.0,8.5,10.5,4.5,5.5,4.0,5.0,2.3333333333333335,5.7272727272727275,3.8333333333333335,8.5
"111 (Champaign, IL)",7.0,11.0,11.5,13.0,7.0,5.5,4.666666666666667,1.0,8.666666666666666,11.0,13.666666666666666,15.25,13.0,7.5,8.5,5.3,3.6666666666666665,3.2142857142857144,3.3333333333333335,3.0,4.0,4.375,3.1666666666666665,3.0,5.5,1.8888888888888888,3.5,7.0,6.0,5.5,2.2857142857142856,2.3333333333333335,1.625,4.0,4.5,7.0,7.5,10.5
"12.01 (Champaign, IL)",2.9523809523809526,12.909090909090908,14.0,13.0,2.1666666666666665,7.0,6.076923076923077,11.0,2.857142857142857,4.2727272727272725,7.5,6.583333333333333,4.0,5.4,9.0,7.3076923076923075,7.333333333333333,7.4375,7.0,7.75,6.6,6.0,10.591836734693878,11.666666666666666,12.0,13.666666666666666,11.333333333333334,15.0,11.125,10.0,11.0,8.555555555555555,8.1,8.875,7.647058823529412,9.31081081081081,5.111111111111111,5.0227272727272725
"12.03 (Champaign, IL)",5.5,11.0,15.0,9.5,4.0,6.5,7.166666666666667,10.6,3.9642857142857144,2.8666666666666667,5.0,5.75,2.0,4.785714285714286,5.0,6.333333333333333,11.0,9.0,8.5,7.0,8.6,6.7,11.461538461538462,12.666666666666666,16.0,14.5,13.375,10.666666666666666,10.5,10.0,10.0,7.666666666666667,8.916666666666666,9.0,9.428571428571429,10.911764705882353,7.0,7.0
